Fiscal Year,County,Region,Agency Type,Relative Adoption,Number of Consummated Adoptions
2014,Hutchinson,1-Lubbock,DFPS,No,1
2014,Jackson,8-San Antonio,Non DFPS,No,1
2014,Jasper,5-Beaumont,DFPS,Yes,1
2014,Jasper,5-Beaumont,DFPS,No,2
2014,Jefferson,5-Beaumont,DFPS,Yes,17
2014,Jefferson,5-Beaumont,DFPS,No,12
2014,Jefferson,5-Beaumont,Non DFPS,Yes,1
2014,Jefferson,5-Beaumont,Non DFPS,No,13
2014,Jim Wells,11-Edinburg,DFPS,Yes,2
2014,Jim Wells,11-Edinburg,Non DFPS,No,2
2014,Johnson,3-Arlington,DFPS,Yes,24
2014,Johnson,3-Arlington,DFPS,No,5
2014,Johnson,3-Arlington,Non DFPS,Yes,5
2014,Johnson,3-Arlington,Non DFPS,No,32
2014,Jones,2-Abilene,Non DFPS,Yes,1
2014,Karnes,8-San Antonio,DFPS,Yes,1
2014,Karnes,8-San Antonio,Non DFPS,No,2
2014,Kaufman,3-Arlington,DFPS,Yes,4
2014,Kaufman,3-Arlington,Non DFPS,Yes,3
2014,Kaufman,3-Arlington,Non DFPS,No,4
2014,Kendall,8-San Antonio,DFPS,Yes,3
2014,Kendall,8-San Antonio,Non DFPS,Yes,3
2014,Kendall,8-San Antonio,Non DFPS,No,2
2014,Kerr,8-San Antonio,DFPS,No,1
2014,Kerr,8-San Antonio,Non DFPS,Yes,8
2014,Kerr,8-San Antonio,Non DFPS,No,11
2014,Kimble,9-Midland,DFPS,Yes,2
2014,Kinney,8-San Antonio,DFPS,Yes,2
2014,Kleberg,11-Edinburg,DFPS,Yes,15
2014,Kleberg,11-Edinburg,DFPS,No,2
2014,Kleberg,11-Edinburg,Non DFPS,No,2
2014,Lamar,4-Tyler,Non DFPS,No,4
2014,Lamb,1-Lubbock,DFPS,Yes,4
2014,Lamb,1-Lubbock,Non DFPS,Yes,1
2014,Lamb,1-Lubbock,Non DFPS,No,2
2014,Lampasas,7-Austin,DFPS,Yes,4
2014,Lampasas,7-Austin,Non DFPS,No,7
2014,La Salle,8-San Antonio,DFPS,Yes,2
2014,Lavaca,8-San Antonio,Non DFPS,No,2
2014,Lee,7-Austin,DFPS,No,1
2014,Liberty,6-Houston,DFPS,Yes,3
2014,Liberty,6-Houston,Non DFPS,Yes,1
2014,Liberty,6-Houston,Non DFPS,No,9
2014,Limestone,7-Austin,DFPS,Yes,5
2014,Limestone,7-Austin,Non DFPS,Yes,1
2014,Limestone,7-Austin,Non DFPS,No,1
2014,Lipscomb,1-Lubbock,Non DFPS,No,1
2014,Live Oak,11-Edinburg,DFPS,Yes,2
2014,Live Oak,11-Edinburg,Non DFPS,No,3
2014,Llano,7-Austin,DFPS,Yes,6
2014,Llano,7-Austin,DFPS,No,1
2014,Llano,7-Austin,Non DFPS,No,1
2014,Lubbock,1-Lubbock,DFPS,Yes,68
2014,Lubbock,1-Lubbock,DFPS,No,9
2014,Lubbock,1-Lubbock,Non DFPS,Yes,8
2014,Lubbock,1-Lubbock,Non DFPS,No,48
2014,Lynn,1-Lubbock,DFPS,Yes,1
2014,Lynn,1-Lubbock,Non DFPS,No,1
2014,Madison,7-Austin,DFPS,Yes,1
2014,Madison,7-Austin,Non DFPS,No,2
2014,McCulloch,9-Midland,DFPS,Yes,1
2014,McCulloch,9-Midland,DFPS,No,4
2014,McCulloch,9-Midland,Non DFPS,No,2
2014,McLennan,7-Austin,DFPS,Yes,23
2014,McLennan,7-Austin,DFPS,No,11
2014,McLennan,7-Austin,Non DFPS,Yes,6
2014,McLennan,7-Austin,Non DFPS,No,20
2014,Medina,8-San Antonio,DFPS,Yes,4
2014,Medina,8-San Antonio,DFPS,No,2
2014,Medina,8-San Antonio,Non DFPS,Yes,6
2014,Medina,8-San Antonio,Non DFPS,No,9
2014,Midland,9-Midland,DFPS,Yes,5
2014,Midland,9-Midland,DFPS,No,2
2014,Midland,9-Midland,Non DFPS,Yes,2
2014,Midland,9-Midland,Non DFPS,No,14
2014,Milam,7-Austin,DFPS,Yes,2
2014,Milam,7-Austin,DFPS,No,1
2014,Milam,7-Austin,Non DFPS,No,1
2014,Montague,2-Abilene,Non DFPS,No,3
2014,Montgomery,6-Houston,DFPS,Yes,23
2014,Montgomery,6-Houston,DFPS,No,5
2014,Montgomery,6-Houston,Non DFPS,Yes,12
2014,Montgomery,6-Houston,Non DFPS,No,29
2014,Moore,1-Lubbock,DFPS,No,3
2014,Morris,4-Tyler,DFPS,No,1
2014,Motley,1-Lubbock,DFPS,Yes,1
2014,Nacogdoches,5-Beaumont,DFPS,Yes,5
2014,Nacogdoches,5-Beaumont,DFPS,No,5
2014,Nacogdoches,5-Beaumont,Non DFPS,No,13
2014,Navarro,3-Arlington,DFPS,Yes,8
2014,Navarro,3-Arlington,DFPS,No,3
2014,Navarro,3-Arlington,Non DFPS,Yes,4
2014,Navarro,3-Arlington,Non DFPS,No,11
2014,Nueces,11-Edinburg,DFPS,Yes,10
2014,Nueces,11-Edinburg,DFPS,No,1
2014,Nueces,11-Edinburg,Non DFPS,No,15
2014,Orange,5-Beaumont,DFPS,Yes,3
2014,Orange,5-Beaumont,DFPS,No,9
2014,Orange,5-Beaumont,Non DFPS,No,4
2014,Palo Pinto,3-Arlington,Non DFPS,Yes,1
2014,Palo Pinto,3-Arlington,Non DFPS,No,5
2014,Panola,4-Tyler,DFPS,Yes,3
2014,Panola,4-Tyler,Non DFPS,No,2
2014,Parker,3-Arlington,Non DFPS,No,4
2014,Pecos,9-Midland,DFPS,Yes,1
2014,Polk,5-Beaumont,DFPS,Yes,8
2014,Polk,5-Beaumont,DFPS,No,1
2014,Polk,5-Beaumont,Non DFPS,No,2
2014,Potter,1-Lubbock,DFPS,Yes,10
2014,Potter,1-Lubbock,DFPS,No,17
2014,Potter,1-Lubbock,Non DFPS,No,28
2014,Presidio,10-El Paso,Non DFPS,Yes,1
2014,Randall,1-Lubbock,DFPS,Yes,8
2014,Randall,1-Lubbock,DFPS,No,10
2014,Randall,1-Lubbock,Non DFPS,No,12
2014,Real,8-San Antonio,DFPS,Yes,1
2014,Robertson,7-Austin,Non DFPS,No,1
2014,Rockwall,3-Arlington,DFPS,Yes,8
2014,Rockwall,3-Arlington,Non DFPS,Yes,2
2014,Rockwall,3-Arlington,Non DFPS,No,3
2014,Runnels,2-Abilene,DFPS,Yes,1
2014,Rusk,4-Tyler,DFPS,Yes,1
2014,Rusk,4-Tyler,Non DFPS,No,1
2014,San Jacinto,5-Beaumont,Non DFPS,No,4
2014,San Patricio,11-Edinburg,DFPS,Yes,9
2014,San Patricio,11-Edinburg,DFPS,No,1
2014,San Patricio,11-Edinburg,Non DFPS,No,3
2014,San Saba,7-Austin,DFPS,Yes,1
2014,Scurry,2-Abilene,Non DFPS,No,2
2014,Shelby,5-Beaumont,Non DFPS,No,6
2014,Smith,4-Tyler,DFPS,Yes,15
2014,Smith,4-Tyler,DFPS,No,9
2014,Smith,4-Tyler,Non DFPS,Yes,6
2014,Smith,4-Tyler,Non DFPS,No,32
2014,Starr,11-Edinburg,DFPS,Yes,4
2014,Starr,11-Edinburg,Non DFPS,No,4
2014,Sutton,9-Midland,DFPS,Yes,1
2014,Tarrant,3-Arlington,DFPS,Yes,28
2014,Tarrant,3-Arlington,DFPS,No,16
2014,Tarrant,3-Arlington,Non DFPS,Yes,17
2014,Tarrant,3-Arlington,Non DFPS,No,215
2014,Taylor,2-Abilene,DFPS,Yes,3
2014,Taylor,2-Abilene,DFPS,No,3
2014,Taylor,2-Abilene,Non DFPS,Yes,9
2014,Taylor,2-Abilene,Non DFPS,No,9
2014,Terry,1-Lubbock,DFPS,Yes,5
2014,Titus,4-Tyler,DFPS,Yes,3
2014,Titus,4-Tyler,DFPS,No,1
2014,Titus,4-Tyler,Non DFPS,No,2
2014,Tom Green,9-Midland,DFPS,Yes,20
2014,Tom Green,9-Midland,DFPS,No,7
2014,Tom Green,9-Midland,Non DFPS,Yes,13
2014,Tom Green,9-Midland,Non DFPS,No,44
2014,Travis,7-Austin,DFPS,Yes,100
2014,Travis,7-Austin,DFPS,No,10
2014,Travis,7-Austin,Non DFPS,Yes,31
2014,Travis,7-Austin,Non DFPS,No,102
2014,Trinity,5-Beaumont,DFPS,Yes,2
2014,Trinity,5-Beaumont,DFPS,No,3
2014,Trinity,5-Beaumont,Non DFPS,No,1
2014,Upshur,4-Tyler,Non DFPS,No,5
2014,Uvalde,8-San Antonio,DFPS,Yes,5
2014,Uvalde,8-San Antonio,DFPS,No,5
2014,Uvalde,8-San Antonio,Non DFPS,No,3
2014,Val Verde,8-San Antonio,DFPS,Yes,4
2014,Val Verde,8-San Antonio,Non DFPS,No,2
2014,Van Zandt,4-Tyler,DFPS,Yes,7
2014,Van Zandt,4-Tyler,DFPS,No,5
2014,Van Zandt,4-Tyler,Non DFPS,Yes,2
2014,Van Zandt,4-Tyler,Non DFPS,No,6
2014,Victoria,8-San Antonio,DFPS,Yes,12
2014,Victoria,8-San Antonio,DFPS,No,7
2014,Victoria,8-San Antonio,Non DFPS,Yes,1
2014,Victoria,8-San Antonio,Non DFPS,No,1
2014,Walker,6-Houston,Non DFPS,No,2
2014,Waller,6-Houston,DFPS,Yes,1
2014,Waller,6-Houston,Non DFPS,No,3
2014,Ward,9-Midland,Non DFPS,Yes,1
2014,Washington,7-Austin,DFPS,Yes,5
2014,Washington,7-Austin,Non DFPS,No,2
2014,Webb,11-Edinburg,DFPS,Yes,14
2014,Webb,11-Edinburg,DFPS,No,3
2014,Webb,11-Edinburg,Non DFPS,No,8
2014,Wharton,6-Houston,DFPS,Yes,2
2014,Wharton,6-Houston,Non DFPS,No,5
2014,Wichita,2-Abilene,DFPS,Yes,5
2014,Wichita,2-Abilene,DFPS,No,5
2014,Wichita,2-Abilene,Non DFPS,No,19
2014,Willacy,11-Edinburg,Non DFPS,No,10
2014,Williamson,7-Austin,DFPS,Yes,13
2014,Williamson,7-Austin,DFPS,No,6
2014,Williamson,7-Austin,Non DFPS,Yes,16
2014,Williamson,7-Austin,Non DFPS,No,27
2014,Wilson,8-San Antonio,DFPS,Yes,12
2014,Wilson,8-San Antonio,DFPS,No,3
2014,Wilson,8-San Antonio,Non DFPS,No,3
2014,Winkler,9-Midland,Non DFPS,No,1
2014,Wise,3-Arlington,DFPS,Yes,1
2014,Wise,3-Arlington,Non DFPS,Yes,2
2014,Wise,3-Arlington,Non DFPS,No,6
2014,Wood,4-Tyler,DFPS,Yes,4
2014,Wood,4-Tyler,DFPS,No,1
2014,Wood,4-Tyler,Non DFPS,No,11
2014,Young,2-Abilene,DFPS,Yes,2
2014,Zapata,11-Edinburg,DFPS,Yes,1
2014,Zapata,11-Edinburg,Non DFPS,No,3
2014,Zavala,8-San Antonio,DFPS,Yes,4
