Fiscal Year,County,Region,Agency Type,Relative Adoption,Number of Consummated Adoptions
2017,Bandera,8-San Antonio,Non DFPS,Yes,1
2017,Bastrop,7-Austin,DFPS,Yes,19
2017,Bastrop,7-Austin,DFPS,No,2
2017,Bastrop,7-Austin,Non DFPS,Yes,3
2017,Bastrop,7-Austin,Non DFPS,No,3
2017,Bee,11-Edinburg,DFPS,Yes,2
2017,Bee,11-Edinburg,DFPS,No,3
2017,Bee,11-Edinburg,Non DFPS,No,2
2017,Bell,7-Austin,DFPS,Yes,24
2017,Bell,7-Austin,DFPS,No,11
2017,Bell,7-Austin,Non DFPS,Yes,21
2017,Bell,7-Austin,Non DFPS,No,32
2017,Bexar,8-San Antonio,DFPS,Yes,285
2017,Bexar,8-San Antonio,DFPS,No,53
2017,Bexar,8-San Antonio,Non DFPS,Yes,97
2017,Bexar,8-San Antonio,Non DFPS,No,247
2017,Blanco,7-Austin,DFPS,Yes,4
2017,Blanco,7-Austin,DFPS,No,1
2017,Blanco,7-Austin,Non DFPS,Yes,3
2017,Blanco,7-Austin,Non DFPS,No,3
2017,Bosque,7-Austin,DFPS,Yes,4
2017,Bosque,7-Austin,DFPS,No,3
2017,Bosque,7-Austin,Non DFPS,No,3
2017,Bowie,4-Tyler,DFPS,Yes,2
2017,Bowie,4-Tyler,DFPS,No,3
2017,Bowie,4-Tyler,Non DFPS,Yes,1
2017,Bowie,4-Tyler,Non DFPS,No,7
2017,Brazoria,6-Houston,DFPS,Yes,4
2017,Brazoria,6-Houston,DFPS,No,4
2017,Brazoria,6-Houston,Non DFPS,Yes,5
2017,Brazoria,6-Houston,Non DFPS,No,7
2017,Brazos,7-Austin,DFPS,Yes,6
2017,Brazos,7-Austin,DFPS,No,2
2017,Brazos,7-Austin,Non DFPS,Yes,4
2017,Brazos,7-Austin,Non DFPS,No,9
2017,Briscoe,1-Lubbock,Non DFPS,No,1
2017,Brown,2-Abilene,DFPS,Yes,7
2017,Brown,2-Abilene,Non DFPS,Yes,4
2017,Brown,2-Abilene,Non DFPS,No,17
2017,Burleson,7-Austin,DFPS,Yes,5
2017,Burleson,7-Austin,Non DFPS,No,3
2017,Burnet,7-Austin,DFPS,Yes,3
2017,Burnet,7-Austin,DFPS,No,1
2017,Burnet,7-Austin,Non DFPS,Yes,10
2017,Burnet,7-Austin,Non DFPS,No,10
2017,Caldwell,7-Austin,DFPS,Yes,6
2017,Caldwell,7-Austin,DFPS,No,1
2017,Caldwell,7-Austin,Non DFPS,Yes,4
2017,Caldwell,7-Austin,Non DFPS,No,7
2017,Calhoun,8-San Antonio,DFPS,Yes,1
2017,Calhoun,8-San Antonio,Non DFPS,No,3
2017,Callahan,2-Abilene,Non DFPS,Yes,2
2017,Callahan,2-Abilene,Non DFPS,No,2
2017,Cameron,11-Edinburg,DFPS,Yes,7
2017,Cameron,11-Edinburg,DFPS,No,1
2017,Cameron,11-Edinburg,Non DFPS,Yes,8
2017,Cameron,11-Edinburg,Non DFPS,No,8
2017,Camp,4-Tyler,DFPS,No,1
2017,Camp,4-Tyler,Non DFPS,Yes,1
2017,Carson,1-Lubbock,Non DFPS,No,3
2017,Cass,4-Tyler,DFPS,Yes,3
2017,Cass,4-Tyler,DFPS,No,2
2017,Cass,4-Tyler,Non DFPS,No,2
2017,Chambers,6-Houston,Non DFPS,No,1
2017,Cherokee,4-Tyler,DFPS,Yes,6
2017,Cherokee,4-Tyler,Non DFPS,Yes,2
2017,Cherokee,4-Tyler,Non DFPS,No,7
2017,Childress,1-Lubbock,Non DFPS,No,1
2017,Clay,2-Abilene,DFPS,Yes,1
2017,Clay,2-Abilene,Non DFPS,Yes,1
2017,Coke,9-Midland,Non DFPS,Yes,2
2017,Coleman,2-Abilene,Non DFPS,Yes,1
2017,Collin,3-Arlington,DFPS,Yes,4
2017,Collin,3-Arlington,DFPS,No,8
2017,Collin,3-Arlington,Non DFPS,Yes,10
2017,Collin,3-Arlington,Non DFPS,No,41
2017,Collingsworth,1-Lubbock,DFPS,Yes,1
2017,Colorado,6-Houston,DFPS,No,2
2017,Comal,8-San Antonio,DFPS,Yes,7
2017,Comal,8-San Antonio,Non DFPS,Yes,12
2017,Comal,8-San Antonio,Non DFPS,No,18
2017,Comanche,2-Abilene,Non DFPS,No,5
2017,Cooke,3-Arlington,DFPS,No,2
2017,Cooke,3-Arlington,Non DFPS,Yes,9
2017,Cooke,3-Arlington,Non DFPS,No,1
2017,Coryell,7-Austin,DFPS,Yes,14
2017,Coryell,7-Austin,DFPS,No,2
2017,Coryell,7-Austin,Non DFPS,Yes,6
2017,Coryell,7-Austin,Non DFPS,No,6
2017,Crockett,9-Midland,Non DFPS,Yes,4
2017,Crosby,1-Lubbock,DFPS,Yes,1
2017,Crosby,1-Lubbock,DFPS,No,4
2017,Crosby,1-Lubbock,Non DFPS,Yes,2
2017,Dallam,1-Lubbock,DFPS,Yes,3
2017,Dallas,3-Arlington,DFPS,Yes,146
2017,Dallas,3-Arlington,DFPS,No,20
2017,Dallas,3-Arlington,Non DFPS,Yes,35
2017,Dallas,3-Arlington,Non DFPS,No,130
2017,Dawson,9-Midland,DFPS,Yes,2
2017,Dawson,9-Midland,Non DFPS,Yes,3
2017,Deaf Smith,1-Lubbock,DFPS,Yes,4
2017,Deaf Smith,1-Lubbock,Non DFPS,No,2
2017,Denton,3-Arlington,DFPS,Yes,9
2017,Denton,3-Arlington,DFPS,No,7
2017,Denton,3-Arlington,Non DFPS,Yes,23
2017,Denton,3-Arlington,Non DFPS,No,63
2017,DeWitt,8-San Antonio,DFPS,Yes,3
2017,DeWitt,8-San Antonio,Non DFPS,No,1
2017,Dickens,1-Lubbock,DFPS,Yes,2
2017,Dimmit,8-San Antonio,DFPS,Yes,3
2017,Donley,1-Lubbock,DFPS,Yes,1
2017,Donley,1-Lubbock,Non DFPS,No,6
2017,Duval,11-Edinburg,DFPS,Yes,1
2017,Duval,11-Edinburg,Non DFPS,No,1
2017,Eastland,2-Abilene,Non DFPS,No,2
2017,Ector,9-Midland,DFPS,Yes,18
2017,Ector,9-Midland,Non DFPS,Yes,30
2017,Ector,9-Midland,Non DFPS,No,26
2017,Ellis,3-Arlington,DFPS,Yes,2
2017,Ellis,3-Arlington,DFPS,No,1
2017,Ellis,3-Arlington,Non DFPS,Yes,5
2017,Ellis,3-Arlington,Non DFPS,No,23
2017,El Paso,10-El Paso,DFPS,Yes,62
2017,El Paso,10-El Paso,DFPS,No,22
2017,El Paso,10-El Paso,Non DFPS,Yes,12
2017,El Paso,10-El Paso,Non DFPS,No,16
2017,Erath,3-Arlington,Non DFPS,No,3
2017,Falls,7-Austin,DFPS,Yes,1
2017,Falls,7-Austin,Non DFPS,No,1
2017,Fannin,3-Arlington,Non DFPS,Yes,3
2017,Fannin,3-Arlington,Non DFPS,No,2
2017,Fayette,7-Austin,DFPS,Yes,14
2017,Fayette,7-Austin,DFPS,No,2
2017,Fayette,7-Austin,Non DFPS,Yes,1
2017,Fayette,7-Austin,Non DFPS,No,1
2017,Fisher,2-Abilene,DFPS,Yes,1
2017,Floyd,1-Lubbock,Non DFPS,Yes,1
2017,Fort Bend,6-Houston,DFPS,Yes,6
2017,Fort Bend,6-Houston,DFPS,No,8
2017,Fort Bend,6-Houston,Non DFPS,Yes,7
2017,Fort Bend,6-Houston,Non DFPS,No,5
2017,Franklin,4-Tyler,DFPS,Yes,1
2017,Franklin,4-Tyler,DFPS,No,1
2017,Franklin,4-Tyler,Non DFPS,No,1
2017,Frio,8-San Antonio,DFPS,Yes,6
2017,Frio,8-San Antonio,Non DFPS,Yes,1
2017,Frio,8-San Antonio,Non DFPS,No,8
2017,Gaines,9-Midland,DFPS,Yes,1
2017,Gaines,9-Midland,Non DFPS,Yes,1
2017,Galveston,6-Houston,DFPS,Yes,4
2017,Galveston,6-Houston,DFPS,No,8
2017,Galveston,6-Houston,Non DFPS,Yes,14
2017,Galveston,6-Houston,Non DFPS,No,37
2017,Garza,1-Lubbock,Non DFPS,Yes,1
2017,Garza,1-Lubbock,Non DFPS,No,2
2017,Gillespie,8-San Antonio,DFPS,Yes,4
2017,Gillespie,8-San Antonio,Non DFPS,Yes,5
2017,Gillespie,8-San Antonio,Non DFPS,No,2
2017,Gonzales,8-San Antonio,DFPS,Yes,10
2017,Gray,1-Lubbock,DFPS,Yes,1
2017,Gray,1-Lubbock,Non DFPS,No,5
2017,Grayson,3-Arlington,DFPS,Yes,2
2017,Grayson,3-Arlington,DFPS,No,3
2017,Grayson,3-Arlington,Non DFPS,Yes,3
2017,Grayson,3-Arlington,Non DFPS,No,3
2017,Gregg,4-Tyler,DFPS,Yes,13
2017,Gregg,4-Tyler,DFPS,No,3
2017,Gregg,4-Tyler,Non DFPS,Yes,4
2017,Gregg,4-Tyler,Non DFPS,No,20
2017,Grimes,7-Austin,DFPS,Yes,6
2017,Grimes,7-Austin,Non DFPS,No,1
2017,Guadalupe,8-San Antonio,DFPS,Yes,21
2017,Guadalupe,8-San Antonio,DFPS,No,1
2017,Guadalupe,8-San Antonio,Non DFPS,Yes,7
2017,Guadalupe,8-San Antonio,Non DFPS,No,8
2017,Hale,1-Lubbock,DFPS,Yes,6
2017,Hale,1-Lubbock,Non DFPS,Yes,4
2017,Hale,1-Lubbock,Non DFPS,No,4
2017,Hansford,1-Lubbock,Non DFPS,Yes,5
2017,Hardin,5-Beaumont,DFPS,Yes,2
2017,Hardin,5-Beaumont,DFPS,No,5
2017,Hardin,5-Beaumont,Non DFPS,No,2
2017,Harris,6-Houston,DFPS,Yes,77
2017,Harris,6-Houston,DFPS,No,31
2017,Harris,6-Houston,Non DFPS,Yes,237
2017,Harris,6-Houston,Non DFPS,No,299
2017,Harrison,4-Tyler,DFPS,Yes,5
2017,Harrison,4-Tyler,DFPS,No,3
2017,Harrison,4-Tyler,Non DFPS,No,5
2017,Hartley,1-Lubbock,DFPS,No,2
2017,Haskell,2-Abilene,Non DFPS,No,3
2017,Hays,7-Austin,DFPS,Yes,22
2017,Hays,7-Austin,DFPS,No,6
2017,Hays,7-Austin,Non DFPS,Yes,11
2017,Hays,7-Austin,Non DFPS,No,15
2017,Hemphill,1-Lubbock,Non DFPS,No,2
2017,Henderson,4-Tyler,DFPS,Yes,9
2017,Henderson,4-Tyler,DFPS,No,9
2017,Henderson,4-Tyler,Non DFPS,Yes,2
2017,Henderson,4-Tyler,Non DFPS,No,11
2017,Hidalgo,11-Edinburg,DFPS,Yes,13
2017,Hidalgo,11-Edinburg,DFPS,No,1
2017,Hidalgo,11-Edinburg,Non DFPS,Yes,3
2017,Hidalgo,11-Edinburg,Non DFPS,No,10
2017,Hill,7-Austin,DFPS,Yes,8
2017,Hill,7-Austin,Non DFPS,Yes,2
2017,Hockley,1-Lubbock,DFPS,Yes,6
2017,Hockley,1-Lubbock,Non DFPS,No,2
2017,Hood,3-Arlington,Non DFPS,Yes,5
2017,Hood,3-Arlington,Non DFPS,No,9
2017,Hopkins,4-Tyler,DFPS,Yes,17
2017,Hopkins,4-Tyler,Non DFPS,Yes,2
2017,Hopkins,4-Tyler,Non DFPS,No,8
2017,Houston,5-Beaumont,DFPS,Yes,1
2017,Houston,5-Beaumont,Non DFPS,No,2
2017,Howard,9-Midland,Non DFPS,Yes,5
2017,Howard,9-Midland,Non DFPS,No,6
2017,Hunt,3-Arlington,DFPS,Yes,8
2017,Hunt,3-Arlington,Non DFPS,Yes,19
2017,Hunt,3-Arlington,Non DFPS,No,27
2017,Hutchinson,1-Lubbock,DFPS,Yes,5
2017,Hutchinson,1-Lubbock,Non DFPS,Yes,1
2017,Hutchinson,1-Lubbock,Non DFPS,No,3
2017,Jasper,5-Beaumont,DFPS,Yes,4
2017,Jasper,5-Beaumont,DFPS,No,5
2017,Jasper,5-Beaumont,Non DFPS,Yes,5
2017,Jasper,5-Beaumont,Non DFPS,No,1
2017,Jefferson,5-Beaumont,DFPS,Yes,18
2017,Jefferson,5-Beaumont,DFPS,No,16
2017,Jefferson,5-Beaumont,Non DFPS,Yes,2
2017,Jefferson,5-Beaumont,Non DFPS,No,15
2017,Jim Wells,11-Edinburg,DFPS,Yes,4
2017,Jim Wells,11-Edinburg,Non DFPS,No,5
2017,Johnson,3-Arlington,DFPS,No,1
2017,Johnson,3-Arlington,Non DFPS,Yes,12
2017,Johnson,3-Arlington,Non DFPS,No,34
2017,Jones,2-Abilene,Non DFPS,Yes,1
2017,Jones,2-Abilene,Non DFPS,No,1
2017,Karnes,8-San Antonio,DFPS,Yes,9
2017,Kaufman,3-Arlington,DFPS,Yes,2
2017,Kaufman,3-Arlington,Non DFPS,Yes,3
2017,Kaufman,3-Arlington,Non DFPS,No,12
2017,Kendall,8-San Antonio,Non DFPS,Yes,5
2017,Kendall,8-San Antonio,Non DFPS,No,3
2017,Kerr,8-San Antonio,Non DFPS,Yes,25
2017,Kerr,8-San Antonio,Non DFPS,No,6
2017,Kimble,9-Midland,Non DFPS,Yes,1
2017,Kleberg,11-Edinburg,Non DFPS,Yes,1
2017,Kleberg,11-Edinburg,Non DFPS,No,1
2017,Lamar,4-Tyler,DFPS,Yes,5
2017,Lamar,4-Tyler,DFPS,No,3
2017,Lamar,4-Tyler,Non DFPS,Yes,7
2017,Lamar,4-Tyler,Non DFPS,No,7
2017,Lamb,1-Lubbock,DFPS,Yes,6
2017,Lampasas,7-Austin,DFPS,Yes,5
2017,Lampasas,7-Austin,DFPS,No,5
2017,Lampasas,7-Austin,Non DFPS,Yes,1
2017,Lampasas,7-Austin,Non DFPS,No,3
2017,Lavaca,8-San Antonio,DFPS,Yes,3
2017,Lavaca,8-San Antonio,Non DFPS,No,2
2017,Lee,7-Austin,DFPS,Yes,3
2017,Lee,7-Austin,DFPS,No,1
2017,Lee,7-Austin,Non DFPS,No,2
2017,Leon,7-Austin,DFPS,Yes,3
2017,Leon,7-Austin,Non DFPS,Yes,3
2017,Leon,7-Austin,Non DFPS,No,2
2017,Liberty,6-Houston,DFPS,Yes,2
2017,Liberty,6-Houston,DFPS,No,4
2017,Liberty,6-Houston,Non DFPS,Yes,10
2017,Liberty,6-Houston,Non DFPS,No,4
2017,Limestone,7-Austin,DFPS,Yes,4
2017,Live Oak,11-Edinburg,DFPS,Yes,4
2017,Live Oak,11-Edinburg,Non DFPS,Yes,2
2017,Llano,7-Austin,DFPS,Yes,6
2017,Llano,7-Austin,DFPS,No,2
2017,Llano,7-Austin,Non DFPS,Yes,3
2017,Llano,7-Austin,Non DFPS,No,1
2017,Lubbock,1-Lubbock,DFPS,Yes,81
2017,Lubbock,1-Lubbock,DFPS,No,23
2017,Lubbock,1-Lubbock,Non DFPS,Yes,29
2017,Lubbock,1-Lubbock,Non DFPS,No,72
2017,Lynn,1-Lubbock,Non DFPS,No,3
2017,Mason,9-Midland,Non DFPS,No,1
2017,Matagorda,6-Houston,DFPS,Yes,1
2017,Matagorda,6-Houston,DFPS,No,1
2017,Matagorda,6-Houston,Non DFPS,Yes,1
2017,Maverick,8-San Antonio,Non DFPS,Yes,1
2017,McCulloch,9-Midland,DFPS,Yes,1
2017,McCulloch,9-Midland,Non DFPS,Yes,1
2017,McCulloch,9-Midland,Non DFPS,No,2
2017,McLennan,7-Austin,DFPS,Yes,65
2017,McLennan,7-Austin,DFPS,No,24
2017,McLennan,7-Austin,Non DFPS,Yes,8
2017,McLennan,7-Austin,Non DFPS,No,26
2017,Medina,8-San Antonio,DFPS,Yes,10
2017,Medina,8-San Antonio,Non DFPS,Yes,17
2017,Medina,8-San Antonio,Non DFPS,No,8
2017,Midland,9-Midland,DFPS,Yes,3
2017,Midland,9-Midland,DFPS,No,1
2017,Midland,9-Midland,Non DFPS,Yes,12
2017,Midland,9-Midland,Non DFPS,No,27
2017,Milam,7-Austin,DFPS,Yes,5
2017,Milam,7-Austin,DFPS,No,1
2017,Milam,7-Austin,Non DFPS,Yes,6
2017,Milam,7-Austin,Non DFPS,No,4
2017,Mills,7-Austin,Non DFPS,Yes,1
2017,Mills,7-Austin,Non DFPS,No,2
2017,Mitchell,2-Abilene,Non DFPS,Yes,1
2017,Montague,2-Abilene,Non DFPS,Yes,1
2017,Montague,2-Abilene,Non DFPS,No,2
2017,Montgomery,6-Houston,DFPS,Yes,6
2017,Montgomery,6-Houston,DFPS,No,9
2017,Montgomery,6-Houston,Non DFPS,Yes,39
2017,Montgomery,6-Houston,Non DFPS,No,35
2017,Moore,1-Lubbock,DFPS,Yes,1
2017,Moore,1-Lubbock,DFPS,No,1
2017,Morris,4-Tyler,DFPS,Yes,1
2017,Nacogdoches,5-Beaumont,DFPS,Yes,8
2017,Nacogdoches,5-Beaumont,DFPS,No,11
2017,Nacogdoches,5-Beaumont,Non DFPS,Yes,2
2017,Nacogdoches,5-Beaumont,Non DFPS,No,14
2017,Navarro,3-Arlington,DFPS,Yes,2
2017,Navarro,3-Arlington,DFPS,No,1
2017,Navarro,3-Arlington,Non DFPS,No,1
2017,Newton,5-Beaumont,DFPS,Yes,5
2017,Newton,5-Beaumont,DFPS,No,2
2017,Nolan,2-Abilene,DFPS,Yes,1
2017,Nueces,11-Edinburg,DFPS,Yes,17
2017,Nueces,11-Edinburg,DFPS,No,4
2017,Nueces,11-Edinburg,Non DFPS,Yes,3
2017,Nueces,11-Edinburg,Non DFPS,No,20
2017,Orange,5-Beaumont,DFPS,Yes,5
2017,Orange,5-Beaumont,DFPS,No,7
2017,Orange,5-Beaumont,Non DFPS,Yes,1
2017,Orange,5-Beaumont,Non DFPS,No,21
2017,Palo Pinto,3-Arlington,DFPS,Yes,1
2017,Palo Pinto,3-Arlington,Non DFPS,Yes,9
2017,Palo Pinto,3-Arlington,Non DFPS,No,12
2017,Parker,3-Arlington,DFPS,Yes,3
2017,Parker,3-Arlington,Non DFPS,Yes,9
2017,Parker,3-Arlington,Non DFPS,No,18
2017,Pecos,9-Midland,DFPS,Yes,2
2017,Polk,5-Beaumont,DFPS,No,4
2017,Potter,1-Lubbock,DFPS,Yes,13
2017,Potter,1-Lubbock,DFPS,No,8
2017,Potter,1-Lubbock,Non DFPS,Yes,7
2017,Potter,1-Lubbock,Non DFPS,No,17
2017,Randall,1-Lubbock,DFPS,Yes,9
2017,Randall,1-Lubbock,DFPS,No,6
2017,Randall,1-Lubbock,Non DFPS,Yes,4
2017,Randall,1-Lubbock,Non DFPS,No,15
2017,Real,8-San Antonio,Non DFPS,No,3
2017,Red River,4-Tyler,DFPS,Yes,5
2017,Robertson,7-Austin,Non DFPS,No,2
2017,Rockwall,3-Arlington,Non DFPS,Yes,2
2017,Rockwall,3-Arlington,Non DFPS,No,4
2017,Runnels,2-Abilene,DFPS,Yes,1
2017,Runnels,2-Abilene,Non DFPS,Yes,3
2017,Runnels,2-Abilene,Non DFPS,No,1
2017,Rusk,4-Tyler,DFPS,Yes,3
2017,Rusk,4-Tyler,DFPS,No,4
2017,Rusk,4-Tyler,Non DFPS,No,1
2017,Sabine,5-Beaumont,Non DFPS,No,1
2017,San Jacinto,5-Beaumont,DFPS,No,1
2017,San Patricio,11-Edinburg,DFPS,Yes,8
2017,San Patricio,11-Edinburg,DFPS,No,4
2017,San Patricio,11-Edinburg,Non DFPS,No,5
2017,San Saba,7-Austin,DFPS,Yes,4
2017,San Saba,7-Austin,DFPS,No,1
2017,San Saba,7-Austin,Non DFPS,Yes,1
2017,Scurry,2-Abilene,Non DFPS,Yes,1
2017,Scurry,2-Abilene,Non DFPS,No,1
2017,Shelby,5-Beaumont,Non DFPS,Yes,1
2017,Sherman,1-Lubbock,Non DFPS,No,1
2017,Smith,4-Tyler,DFPS,Yes,15
2017,Smith,4-Tyler,DFPS,No,7
2017,Smith,4-Tyler,Non DFPS,Yes,11
2017,Smith,4-Tyler,Non DFPS,No,27
2017,Somervell,3-Arlington,Non DFPS,Yes,1
2017,Somervell,3-Arlington,Non DFPS,No,2
2017,Starr,11-Edinburg,DFPS,Yes,1
2017,Starr,11-Edinburg,DFPS,No,5
2017,Stephens,2-Abilene,DFPS,Yes,1
2017,Swisher,1-Lubbock,DFPS,Yes,4
2017,Tarrant,3-Arlington,DFPS,Yes,2
2017,Tarrant,3-Arlington,DFPS,No,1
2017,Tarrant,3-Arlington,Non DFPS,Yes,88
2017,Tarrant,3-Arlington,Non DFPS,No,227
2017,Taylor,2-Abilene,DFPS,Yes,2
2017,Taylor,2-Abilene,DFPS,No,4
2017,Taylor,2-Abilene,Non DFPS,Yes,5
2017,Taylor,2-Abilene,Non DFPS,No,35
2017,Terry,1-Lubbock,DFPS,Yes,4
2017,Titus,4-Tyler,DFPS,Yes,4
2017,Titus,4-Tyler,Non DFPS,No,4
2017,Tom Green,9-Midland,DFPS,Yes,9
2017,Tom Green,9-Midland,Non DFPS,Yes,27
2017,Tom Green,9-Midland,Non DFPS,No,21
2017,Travis,7-Austin,DFPS,Yes,101
2017,Travis,7-Austin,DFPS,No,14
2017,Travis,7-Austin,Non DFPS,Yes,49
2017,Travis,7-Austin,Non DFPS,No,101
2017,Trinity,5-Beaumont,DFPS,Yes,4
2017,Trinity,5-Beaumont,DFPS,No,2
2017,Trinity,5-Beaumont,Non DFPS,Yes,1
2017,Tyler,5-Beaumont,Non DFPS,Yes,3
2017,Tyler,5-Beaumont,Non DFPS,No,4
2017,Upshur,4-Tyler,DFPS,Yes,4
2017,Upshur,4-Tyler,DFPS,No,1
2017,Upshur,4-Tyler,Non DFPS,No,2
2017,Upton,9-Midland,Non DFPS,No,2
2017,Uvalde,8-San Antonio,DFPS,Yes,5
2017,Uvalde,8-San Antonio,Non DFPS,Yes,3
2017,Val Verde,8-San Antonio,DFPS,Yes,1
2017,Val Verde,8-San Antonio,Non DFPS,Yes,7
2017,Van Zandt,4-Tyler,DFPS,Yes,5
2017,Van Zandt,4-Tyler,DFPS,No,3
2017,Van Zandt,4-Tyler,Non DFPS,No,8
2017,Victoria,8-San Antonio,DFPS,Yes,11
2017,Victoria,8-San Antonio,DFPS,No,4
2017,Victoria,8-San Antonio,Non DFPS,Yes,2
2017,Victoria,8-San Antonio,Non DFPS,No,6
2017,Walker,6-Houston,DFPS,Yes,1
2017,Walker,6-Houston,DFPS,No,3
2017,Walker,6-Houston,Non DFPS,Yes,1
2017,Walker,6-Houston,Non DFPS,No,1
2017,Waller,6-Houston,DFPS,Yes,1
2017,Waller,6-Houston,DFPS,No,2
2017,Waller,6-Houston,Non DFPS,No,1
2017,Webb,11-Edinburg,DFPS,Yes,13
2017,Webb,11-Edinburg,DFPS,No,4
2017,Webb,11-Edinburg,Non DFPS,Yes,3
2017,Webb,11-Edinburg,Non DFPS,No,17
2017,Wharton,6-Houston,DFPS,No,1
2017,Wharton,6-Houston,Non DFPS,Yes,1
2017,Wharton,6-Houston,Non DFPS,No,5
2017,Wichita,2-Abilene,DFPS,Yes,1
2017,Wichita,2-Abilene,DFPS,No,1
2017,Wichita,2-Abilene,Non DFPS,Yes,12
2017,Wichita,2-Abilene,Non DFPS,No,24
2017,Willacy,11-Edinburg,DFPS,No,1
2017,Williamson,7-Austin,DFPS,Yes,17
2017,Williamson,7-Austin,DFPS,No,12
2017,Williamson,7-Austin,Non DFPS,Yes,12
2017,Williamson,7-Austin,Non DFPS,No,40
2017,Wilson,8-San Antonio,DFPS,Yes,15
2017,Wilson,8-San Antonio,DFPS,No,2
2017,Wilson,8-San Antonio,Non DFPS,Yes,5
2017,Wilson,8-San Antonio,Non DFPS,No,2
2017,Wise,3-Arlington,DFPS,Yes,6
2017,Wise,3-Arlington,Non DFPS,Yes,4
2017,Wise,3-Arlington,Non DFPS,No,4
2017,Wood,4-Tyler,DFPS,Yes,3
2017,Wood,4-Tyler,Non DFPS,Yes,3
2017,Wood,4-Tyler,Non DFPS,No,6
2017,Young,2-Abilene,Non DFPS,Yes,1
2017,Young,2-Abilene,Non DFPS,No,7
2017,Zavala,8-San Antonio,DFPS,Yes,3
2016,Anderson,4-Tyler,DFPS,Yes,9
2016,Anderson,4-Tyler,Non DFPS,Yes,1
2016,Anderson,4-Tyler,Non DFPS,No,6
2016,Andrews,9-Midland,DFPS,No,1
2016,Angelina,5-Beaumont,DFPS,Yes,3
2016,Angelina,5-Beaumont,DFPS,No,4
2016,Angelina,5-Beaumont,Non DFPS,Yes,3
2016,Angelina,5-Beaumont,Non DFPS,No,5
2016,Aransas,11-Edinburg,DFPS,Yes,2
2016,Aransas,11-Edinburg,Non DFPS,Yes,3
2016,Aransas,11-Edinburg,Non DFPS,No,12
2016,Atascosa,8-San Antonio,DFPS,Yes,19
2016,Atascosa,8-San Antonio,DFPS,No,2
2016,Atascosa,8-San Antonio,Non DFPS,Yes,1
2016,Atascosa,8-San Antonio,Non DFPS,No,11
2016,Austin,6-Houston,DFPS,Yes,1
2016,Austin,6-Houston,Non DFPS,No,1
2016,Bailey,1-Lubbock,DFPS,Yes,1
2016,Bandera,8-San Antonio,DFPS,No,1
2016,Bandera,8-San Antonio,Non DFPS,Yes,9
2016,Bastrop,7-Austin,DFPS,Yes,29
2016,Bastrop,7-Austin,DFPS,No,13
2016,Bastrop,7-Austin,Non DFPS,Yes,7
2016,Bastrop,7-Austin,Non DFPS,No,9
2016,Bee,11-Edinburg,DFPS,Yes,6
2016,Bee,11-Edinburg,DFPS,No,1
2016,Bee,11-Edinburg,Non DFPS,Yes,4
2016,Bee,11-Edinburg,Non DFPS,No,4
2016,Bell,7-Austin,DFPS,Yes,36
2016,Bell,7-Austin,DFPS,No,19
2016,Bell,7-Austin,Non DFPS,Yes,7
2016,Bell,7-Austin,Non DFPS,No,40
2016,Bexar,8-San Antonio,DFPS,Yes,401
2016,Bexar,8-San Antonio,DFPS,No,61
2016,Bexar,8-San Antonio,Non DFPS,Yes,70
2016,Bexar,8-San Antonio,Non DFPS,No,275
2016,Blanco,7-Austin,DFPS,Yes,2
2016,Bosque,7-Austin,DFPS,Yes,3
2016,Bosque,7-Austin,DFPS,No,1
2016,Bowie,4-Tyler,DFPS,No,1
2016,Bowie,4-Tyler,Non DFPS,Yes,1
2016,Bowie,4-Tyler,Non DFPS,No,9
2016,Brazoria,6-Houston,DFPS,Yes,5
2016,Brazoria,6-Houston,DFPS,No,5
2016,Brazoria,6-Houston,Non DFPS,Yes,7
2016,Brazoria,6-Houston,Non DFPS,No,14
2016,Brazos,7-Austin,DFPS,Yes,5
2016,Brazos,7-Austin,DFPS,No,2
2016,Brazos,7-Austin,Non DFPS,No,12
2016,Briscoe,1-Lubbock,DFPS,No,1
2016,Brooks,11-Edinburg,DFPS,Yes,1
2016,Brown,2-Abilene,DFPS,Yes,2
2016,Brown,2-Abilene,Non DFPS,Yes,5
2016,Brown,2-Abilene,Non DFPS,No,11
2016,Burleson,7-Austin,DFPS,No,1
2016,Burleson,7-Austin,Non DFPS,No,3
2016,Burnet,7-Austin,DFPS,Yes,13
2016,Burnet,7-Austin,DFPS,No,5
2016,Burnet,7-Austin,Non DFPS,Yes,9
2016,Burnet,7-Austin,Non DFPS,No,3
2016,Caldwell,7-Austin,DFPS,Yes,3
2016,Caldwell,7-Austin,DFPS,No,2
2016,Caldwell,7-Austin,Non DFPS,Yes,2
2016,Caldwell,7-Austin,Non DFPS,No,2
2016,Calhoun,8-San Antonio,Non DFPS,No,1
2016,Callahan,2-Abilene,Non DFPS,No,1
2016,Cameron,11-Edinburg,DFPS,Yes,10
2016,Cameron,11-Edinburg,DFPS,No,4
2016,Cameron,11-Edinburg,Non DFPS,No,12
2016,Camp,4-Tyler,Non DFPS,No,1
2016,Carson,1-Lubbock,DFPS,Yes,2
2016,Carson,1-Lubbock,Non DFPS,No,2
2016,Cass,4-Tyler,DFPS,Yes,5
2016,Cass,4-Tyler,Non DFPS,Yes,2
2016,Cass,4-Tyler,Non DFPS,No,4
2016,Castro,1-Lubbock,DFPS,Yes,4
