Fiscal Year,County,Number of Consummated Adoptions,Map ID
2022,Hidalgo,20,48215
2022,Hill,9,48217
2022,Hockley,4,48219
2022,Hood,12,48221
2022,Hopkins,19,48223
2022,Houston,9,48225
2022,Howard,11,48227
2022,Hudspeth,0,48229
2022,Hunt,34,48231
2022,Hutchinson,2,48233
2022,Irion,3,48235
2022,Jack,3,48237
2022,Jackson,7,48239
2022,Jasper,15,48241
2022,Jeff Davis,0,48243
2022,Jefferson,67,48245
2022,Jim Hogg,0,48247
2022,Jim Wells,9,48249
2022,Johnson,29,48251
2022,Jones,2,48253
2022,Karnes,4,48255
2022,Kaufman,27,48257
2022,Kendall,6,48259
2022,Kenedy,0,48261
2022,Kent,0,48263
2022,Kerr,14,48265
2022,Kimble,4,48267
2022,King,0,48269
2022,Kinney,0,48271
2022,Kleberg,2,48273
2022,Knox,3,48275
2022,Lamar,22,48277
2022,Lamb,3,48279
2022,Lampasas,13,48281
2022,La Salle,4,48283
2022,Lavaca,2,48285
2022,Lee,6,48287
2022,Leon,1,48289
2022,Liberty,7,48291
2022,Limestone,6,48293
2022,Lipscomb,0,48295
2022,Live Oak,1,48297
2022,Llano,11,48299
2022,Loving,0,48301
2022,Lubbock,94,48303
2022,Lynn,0,48305
2022,Mcculloch,0,48307
2022,Mclennan,0,48309
2022,Mcmullen,0,48311
2022,Madison,3,48313
2022,Marion,0,48315
2022,Martin,1,48317
2022,Mason,6,48319
2022,Matagorda,2,48321
2022,Maverick,5,48323
2022,Medina,16,48325
2022,Menard,2,48327
2022,Midland,23,48329
2022,Milam,8,48331
2022,Mills,0,48333
2022,Mitchell,2,48335
2022,Montague,11,48337
2022,Montgomery,75,48339
2022,Moore,8,48341
2022,Morris,3,48343
2022,Motley,0,48345
2022,Nacogdoches,33,48347
2022,Navarro,5,48349
2022,Newton,3,48351
2022,Nolan,0,48353
2022,Nueces,68,48355
2022,Ochiltree,2,48357
2022,Oldham,0,48359
2022,Orange,39,48361
2022,Palo Pinto,20,48363
2022,Panola,2,48365
2022,Parker,27,48367
2022,Parmer,1,48369
2022,Pecos,6,48371
2022,Polk,8,48373
2022,Potter,58,48375
2022,Presidio,0,48377
2022,Rains,5,48379
2022,Randall,30,48381
2022,Reagan,1,48383
2022,Real,1,48385
2022,Red River,2,48387
2022,Reeves,0,48389
2022,Refugio,0,48391
2022,Roberts,0,48393
2022,Robertson,10,48395
2022,Rockwall,22,48397
2022,Runnels,1,48399
2022,Rusk,4,48401
2022,Sabine,3,48403
2022,San Augustine,0,48405
2022,San Jacinto,5,48407
2022,San Patricio,17,48409
2022,San Saba,2,48411
2022,Schleicher,0,48413
2022,Scurry,0,48415
2022,Shackelford,0,48417
2022,Shelby,5,48419
2022,Sherman,0,48421
2022,Smith,49,48423
2022,Somervell,3,48425
2022,Starr,0,48427
2022,Stephens,4,48429
2022,Sterling,0,48431
2022,Stonewall,0,48433
2022,Sutton,0,48435
2022,Swisher,4,48437
2022,Tarrant,220,48439
2022,Taylor,67,48441
2022,Terrell,0,48443
2022,Terry,6,48445
2022,Throckmorton,0,48447
2022,Titus,2,48449
2022,Tom Green,36,48451
2022,Travis,184,48453
2022,Trinity,2,48455
2022,Tyler,10,48457
2022,Upshur,18,48459
2022,Upton,1,48461
2022,Uvalde,1,48463
2022,Val Verde,8,48465
2022,Van Zandt,32,48467
2022,Victoria,20,48469
2022,Walker,2,48471
2022,Waller,4,48473
2022,Ward,3,48475
2022,Washington,1,48477
2022,Webb,27,48479
2022,Wharton,1,48481
2022,Wheeler,0,48483
2022,Wichita,48,48485
2022,Wilbarger,5,48487
2022,Willacy,0,48489
2022,Williamson,39,48491
2022,Wilson,9,48493
2022,Winkler,1,48495
2022,Wise,10,48497
2022,Wood,7,48499
2022,Yoakum,0,48501
2022,Young,5,48503
2022,Zapata,0,48505
2022,Zavala,3,48507
2023,Anderson,14,48001
2023,Andrews,3,48003
2023,Angelina,22,48005
2023,Aransas,3,48007
2023,Archer,0,48009
2023,Armstrong,2,48011
2023,Atascosa,28,48013
2023,Austin,2,48015
2023,Bailey,1,48017
2023,Bandera,8,48019
2023,Bastrop,15,48021
2023,Baylor,0,48023
2023,Bee,8,48025
2023,Bell,112,48027
2023,Bexar,591,48029
2023,Blanco,7,48031
2023,Borden,0,48033
2023,Bosque,1,48035
2023,Bowie,6,48037
2023,Brazoria,32,48039
2023,Brazos,40,48041
2023,Brewster,0,48043
2023,Briscoe,1,48045
2023,Brooks,0,48047
2023,Brown,33,48049
2023,Burleson,3,48051
2023,Burnet,15,48053
2023,Caldwell,23,48055
2023,Calhoun,2,48057
2023,Callahan,5,48059
2023,Cameron,43,48061
2023,Camp,5,48063
2023,Carson,1,48065
2023,Cass,8,48067
2023,Castro,5,48069
2023,Chambers,2,48071
2023,Cherokee,17,48073
2023,Childress,1,48075
2023,Clay,5,48077
2023,Cochran,0,48079
2023,Coke,0,48081
2023,Coleman,4,48083
2023,Collin,75,48085
2023,Collingsworth,0,48087
2023,Colorado,1,48089
2023,Comal,25,48091
2023,Comanche,9,48093
2023,Concho,1,48095
2023,Cooke,12,48097
2023,Coryell,18,48099
2023,Cottle,0,48101
2023,Crane,0,48103
2023,Crockett,3,48105
2023,Crosby,1,48107
2023,Culberson,0,48109
2023,Dallam,6,48111
2023,Dallas,195,48113
2023,Dawson,3,48115
2023,Deaf Smith,4,48117
2023,Delta,0,48119
2023,Denton,92,48121
2023,Dewitt,0,48123
2023,Dickens,0,48125
2023,Dimmit,4,48127
2023,Donley,0,48129
2023,Duval,2,48131
2023,Eastland,4,48133
2023,Ector,37,48135
2023,Edwards,0,48137
2023,Ellis,31,48139
2023,El Paso,49,48141
2023,Erath,4,48143
2023,Falls,3,48145
2023,Fannin,8,48147
2023,Fayette,3,48149
2023,Fisher,0,48151
2023,Floyd,2,48153
2023,Foard,0,48155
2023,Fort Bend,11,48157
2023,Franklin,4,48159
2023,Freestone,8,48161
2023,Frio,9,48163
2023,Gaines,3,48165
2023,Galveston,40,48167
2023,Garza,0,48169
2023,Gillespie,1,48171
2023,Glasscock,0,48173
2023,Goliad,0,48175
2023,Gonzales,2,48177
2023,Gray,9,48179
2023,Grayson,41,48181
2023,Gregg,26,48183
2023,Grimes,5,48185
2023,Guadalupe,15,48187
2023,Hale,4,48189
2023,Hall,2,48191
2023,Hamilton,1,48193
2023,Hansford,0,48195
2023,Hardeman,3,48197
2023,Hardin,11,48199
2023,Harris,277,48201
2023,Harrison,16,48203
2023,Hartley,0,48205
2023,Haskell,7,48207
2023,Hays,100,48209
2023,Hemphill,0,48211
2023,Henderson,21,48213
2023,Hidalgo,27,48215
2023,Hill,11,48217
2023,Hockley,10,48219
2023,Hood,14,48221
2023,Hopkins,9,48223
2023,Houston,6,48225
2023,Howard,10,48227
2023,Hudspeth,0,48229
2023,Hunt,37,48231
2023,Hutchinson,3,48233
2023,Irion,1,48235
2023,Jack,1,48237
2023,Jackson,2,48239
2023,Jasper,18,48241
2023,Jeff Davis,0,48243
2023,Jefferson,77,48245
2023,Jim Hogg,1,48247
2023,Jim Wells,8,48249
2023,Johnson,33,48251
2023,Jones,3,48253
2023,Karnes,3,48255
2023,Kaufman,24,48257
2023,Kendall,3,48259
2023,Kenedy,0,48261
2023,Kent,0,48263
2023,Kerr,4,48265
2023,Kimble,0,48267
2023,King,0,48269
2023,Kinney,2,48271
2023,Kleberg,13,48273
2023,Knox,0,48275
2023,Lamar,16,48277
2023,Lamb,2,48279
2023,Lampasas,4,48281
2023,La Salle,0,48283
2023,Lavaca,0,48285
2023,Lee,8,48287
2023,Leon,1,48289
2023,Liberty,19,48291
2023,Limestone,5,48293
2023,Lipscomb,0,48295
2023,Live Oak,0,48297
2023,Llano,9,48299
2023,Loving,0,48301
2023,Lubbock,102,48303
2023,Lynn,2,48305
2023,Mcculloch,0,48307
2023,Mclennan,0,48309
2023,Mcmullen,0,48311
2023,Madison,9,48313
2023,Marion,5,48315
2023,Martin,0,48317
2023,Mason,0,48319
2023,Matagorda,1,48321
2023,Maverick,0,48323
2023,Medina,21,48325
2023,Menard,2,48327
2023,Midland,20,48329
2023,Milam,17,48331
2023,Mills,4,48333
2023,Mitchell,0,48335
2023,Montague,12,48337
2023,Montgomery,80,48339
2023,Moore,6,48341
2023,Morris,0,48343
2023,Motley,0,48345
2023,Nacogdoches,24,48347
2023,Navarro,13,48349
2023,Newton,1,48351
2023,Nolan,5,48353
2023,Nueces,63,48355
2023,Ochiltree,0,48357
2023,Oldham,0,48359
2023,Orange,28,48361
2023,Palo Pinto,17,48363
2023,Panola,2,48365
2023,Parker,20,48367
2023,Parmer,0,48369
2023,Pecos,0,48371
2023,Polk,10,48373
2023,Potter,44,48375
2023,Presidio,0,48377
2023,Rains,1,48379
2023,Randall,27,48381
2023,Reagan,0,48383
2023,Real,1,48385
2023,Red River,1,48387
2023,Reeves,2,48389
2023,Refugio,0,48391
2023,Roberts,0,48393
2023,Robertson,4,48395
2023,Rockwall,9,48397
2023,Runnels,7,48399
2023,Rusk,3,48401
2023,Sabine,7,48403
2023,San Augustine,0,48405
2023,San Jacinto,2,48407
2023,San Patricio,15,48409
2023,San Saba,1,48411
2023,Schleicher,0,48413
2023,Scurry,1,48415
2023,Shackelford,2,48417
2023,Shelby,6,48419
2023,Sherman,0,48421
2023,Smith,59,48423
2023,Somervell,1,48425
2023,Starr,2,48427
2023,Stephens,3,48429
2023,Sterling,0,48431
2023,Stonewall,0,48433
2023,Sutton,2,48435
2023,Swisher,3,48437
2023,Tarrant,229,48439
2023,Taylor,52,48441
2023,Terrell,0,48443
2023,Terry,1,48445
2023,Throckmorton,0,48447
2023,Titus,1,48449
2023,Tom Green,53,48451
2023,Travis,136,48453
2023,Trinity,2,48455
2023,Tyler,2,48457
2023,Upshur,10,48459
2023,Upton,0,48461
2023,Uvalde,5,48463
2023,Val Verde,12,48465
2023,Van Zandt,10,48467
2023,Victoria,7,48469
2023,Walker,2,48471
2023,Waller,9,48473
2023,Ward,9,48475
2023,Washington,4,48477
2023,Webb,28,48479
2023,Wharton,5,48481
2023,Wheeler,0,48483
2023,Wichita,59,48485
2023,Wilbarger,3,48487
2023,Willacy,2,48489
2023,Williamson,66,48491
2023,Wilson,13,48493
2023,Winkler,0,48495
2023,Wise,10,48497
2023,Wood,15,48499
2023,Yoakum,0,48501
2023,Young,10,48503
2023,Zapata,0,48505
2023,Zavala,4,48507
